51300052001,gbc,18,30
51300058666,fea,259,69
51300060722,eea,153,284
51300079183,dfa,204,116
51300084595,eea,279,326
51300120692,gec,231,21
51300197961,beb,9,90
51300215718,afb,234,168
51300278363,ecc,129,202
51300283883,aaf,44,296
51300289644,eeg,57,206
51300304546,daa,118,273
51300342603,eee,143,130
51300348235,adf,74,79
51300355897,fdg,207,105
51300369520,baf,21,190
51300410841,cbd,290,222
51300425235,cda,200,280
51300430110,edd,12,17
51300430785,bca,175,117
51300483360,fbf,166,84
51300718444,bad,56,14
51300775038,gbe,171,31
51300804009,bec,270,281
51300830274,fbd,229,108
51300860458,cdg,130,285
51300930862,fcc,151,209
51300989697,ega,136,194
51301029984,cef,157,138
51301037049,fae,182,46
51301049548,fdg,53,122
51301102934,acf,247,169
51301132093,feb,152,261
51301161231,bee,290,218
51301184717,bbg,111,228
51301201119,dgg,181,293
51301218357,deb,285,293
51301253464,eef,124,65
51301272568,cbb,139,103
51301281479,edg,111,280
51301294714,acg,252,39
51301312149,dae,56,80
51301335261,ddg,175,224
51301343918,aae,168,128
51301349448,aab,124,66
51301350084,bfd,183,176
51301355228,aee,73,212
51301382358,bbf,221,135
51301406318,bff,137,261
51301412684,fcb,188,27
51301438163,agf,19,214
51301449626,fgf,8,55
51301457418,dea,38,223
51301475470,afc,92,27
51301501634,geg,231,11
51301504615,cgc,206,162
51301513852,ecb,167,285
51301515070,gae,229,251
51301522221,acc,113,222
51301531360,fed,164,192
51301544223,daa,178,218
51301591574,cff,161,166
51301607870,ddc,235,253
51301625898,fgb,201,218
51301631110,dcb,161,85
51301660348,dbe,8,150
51301696316,cfg,269,222
51301753601,gec,145,16
51301765230,ace,223,242
51301770338,ceg,9,82
51301773385,dcd,59,86
51301790446,ege,210,231
51301820251,fda,29,64
51301824328,dee,195,245
51301861097,fbb,198,72
51301874826,dce,224,164
51301883675,cde,160,39
51301898057,gba,178,107
51301907657,dee,3,245
51301930167,bdc,56,270
51301950225,gdc,179,237
51302003897,bcf,256,164
51302021523,cee,115,106
51302023495,ddc,151,225
51302064759,dcg,122,9
51302081273,ddb,229,289
51302103508,eab,298,111
51302133536,ffc,131,268
51302154911,gcc,117,170
51302156193,ede,81,122
51302177008,fca,196,210
51302211547,aec,225,46
51302242539,ege,203,184
51302264930,cac,40,141
51302306892,egg,242,244
51302309369,caf,174,82
51302312488,fff,286,72
51302322995,ggf,280,280
51302364829,daa,217,185
51302369292,cbb,97,97
51302380270,abg,293,167
51302388148,ebd,272,208
51302394172,efa,41,78
51302423504,bfb,153,262
51302456912,dgb,267,233
51302472787,cae,66,183
51302483489,ffd,169,93
51302502432,abf,61,95
51302515460,ddc,270,186
51302565764,bfg,288,38
51302574259,faa,122,236
51302589249,eba,214,248
51302647238,ebb,205,107
51302654997,cff,249,151
51302672812,ega,151,157
51302715640,ged,129,121
51302723561,gcc,37,149
51302750423,ffa,215,75
51302761028,ggg,219,63
51302768247,efa,108,64
51302775611,dec,108,79
51302797723,fbe,257,253
51302842564,bce,203,139
51302857091,fad,33,136
51302862534,bga,192,136
51302869512,cag,205,52
51302881806,bgd,145,56
51302890069,dcb,277,98
51302892142,ffe,295,56
51302913872,ecd,141,57
51302920347,eea,288,264
51302939685,ebf,124,15
51302954238,gad,91,162
51302960663,def,92,286
51303010912,dfc,296,196
51303052151,gee,72,54
51303100197,ecg,232,113
51303158991,edf,119,38
51303183402,ddb,128,248
51303189061,bda,294,126
51303194020,bae,285,231
51303201172,ead,256,288
51303236000,fcf,120,146
51303272589,eac,260,245
51303273035,feg,18,106
51303277064,acb,275,44
51303288585,bda,129,149
51303302630,bdd,11,105
51303323592,fea,177,74
51303355931,fcc,4,198
51303362698,ege,63,191
51303364220,fcg,294,272
51303406974,cfg,218,208
51303417457,fac,207,112
51303420471,efa,12,52
51303424722,fdb,90,248
51303438356,edc,57,146
51303509714,ega,285,131
51303522090,bcf,33,150
51303522425,cag,237,48
51303524784,gaa,101,271
51303528851,agc,95,92
51303557879,bge,2,294
51303655720,bdc,239,253
51303668473,bgd,53,56
51303670710,adg,136,191
51303702079,eaa,184,20
51303717539,cfb,79,131
51303717575,cfc,54,27
51303753365,egf,14,5
51303782845,faa,1,269
51303793756,aed,130,37
51303818844,caf,166,80
51303864464,cca,231,97
51303867173,acb,226,46
51303887116,afe,194,151
51303887668,cae,59,214
51303922511,agb,97,148
51303926097,adb,50,105
51304006001,eed,31,178
51304031391,cge,26,239
51304042698,ggb,104,55
51304064467,efe,41,131
51304084712,bbb,235,268
51304099408,bde,223,284
51304099527,aea,199,83
51304118238,fce,46,103
51304141830,gcg,72,153
51304194736,gdf,54,263
51304195072,bcg,76,211
51304257278,dga,272,17
51304300355,fdf,46,18
51304338024,efb,214,111
51304345223,eda,82,28
51304348243,fbc,153,118
51304355740,efe,92,110
51304357865,eeb,283,125
51304376450,acg,225,34
51304396872,aaa,109,152
51304406337,fga,40,144
51304418082,fac,166,97
51304420594,dgb,182,277
51304425369,dgf,224,197
51304428410,eba,117,210
51304433095,fea,298,82
51304435582,fgc,74,262
51304453959,gbe,11,35
51304458789,baa,104,241
51304480061,cfg,127,185
51304485998,cab,84,130
51304488157,cee,268,111
51304525410,agd,23,186
51304534140,acd,254,38
51304576329,bag,234,239
51304593055,cff,117,160
51304618558,bfb,163,212
51304666745,fcg,214,299
51304697138,dfb,250,73
51304719189,fcb,167,23
51304729139,fgf,22,61
51304734617,dge,109,45
51304743440,cge,45,277
51304758498,gde,222,156
51304767729,beb,94,82
51304813836,dff,296,30
51304820228,efa,39,54
51304860296,bae,95,261
51304880794,afb,283,173
51304900758,dag,163,70
51304901326,dba,246,53
51304909158,cbd,67,246
51304922969,ecd,212,63
51304950072,age,226,215
51305009561,bce,261,115
51305020426,cba,122,254
51305025007,ggc,281,260
51305089300,gac,171,101
51305101429,gda,186,112
51305171275,fgb,58,226
51305178063,bgg,90,47
51305216463,dab,263,106
51305221628,eae,101,176
51305224138,cbf,260,161
51305238163,afe,75,160
51305238259,cga,66,281
51305249528,cdc,220,214
51305303149,cdb,60,177
51305316436,gbe,92,28
51305337228,eae,232,149
51305355570,gbc,166,26
51305402121,dff,203,30
51305420791,dab,74,121
51305489194,gdg,158,237
51305516715,aea,58,98
51305525081,dag,61,57
51305528739,gef,122,281
51305532939,bbg,185,230
51305543299,cgb,231,295
51305565247,eab,8,92
51305578031,ace,198,242
51305578681,fef,76,240
51305603567,feb,280,247
51305609187,bdf,215,158
51305656388,eba,92,243
51305684151,gbb,134,199
51305697083,fde,281,212
51305713349,dcf,266,203
51305737154,bbe,227,147
51305752263,eba,209,284
51305762703,cea,152,65
51305768346,afd,145,229
51305776089,ece,68,37
51305779272,ddb,223,295
51305785672,abb,85,117
51305822310,gde,74,160
51305824336,efg,26,175
51305841126,gdc,97,258
51305853730,gaf,36,235
51305858208,dee,58,271
51305895365,dcf,287,172
51305898059,fbf,184,78
51305898604,faa,222,279
51305935033,adc,204,234
51305948196,bac,82,277
51305954431,baa,43,248
51305985674,eba,213,326
51306035680,cbd,90,216
51306037883,bef,129,5
51306101299,aca,66,52
51306115771,fef,83,216
51306129647,bge,158,305
51306132899,ffa,86,80
51306133174,eee,206,114
51306153247,efe,207,106
51306160356,cce,271,116
51306160401,efd,130,58
51306212476,cgf,186,184
51306213719,ade,179,12
51306214831,dbe,244,141
51306218517,gff,242,280
51306241120,agf,7,246
51306270850,fdd,212,232
51306310247,fge,293,220
51306322089,eab,132,101
51306347133,bff,204,310
51306348149,aba,76,228
51306352023,cdf,68,47
51306368297,feb,82,249
51306368697,aad,290,81
51306418060,dbc,281,163
51306431459,cac,248,139
51306435302,cae,212,254
51306440393,fde,52,175
51306449513,bga,204,119
51306450868,fga,157,132
51306500376,edd,191,15
51306538358,cdc,197,173
51306557074,dac,271,283
51306608114,bbd,90,19
51306624170,beg,63,184
51306624950,cbe,208,125
51306668010,fab,299,190
51306677318,daf,132,246
51306679278,agg,20,26
51306699223,gde,182,176
51306702647,gea,299,11
51306712712,egg,105,239
51306740231,cef,31,139
51306758941,bca,231,95
51306765128,gca,52,183
51306817455,faf,55,151
51306845561,fgf,264,54
51306850897,gdg,194,220
51306869670,dfb,86,81
51306902265,bfe,223,136
51306916118,bge,91,314
51306927765,gcb,269,146
51306958353,afc,231,30
51306964826,afa,156,156
51306981283,bdc,125,263
51307015827,ede,68,97
51307022038,cgd,207,273
51307038138,dfd,81,26
51307046658,cgc,153,145
51307054216,fcg,269,343
51307066801,ecg,14,134
51307069777,cde,103,37
51307071371,fec,236,218
51307086023,gae,192,220
51307098192,def,134,288
51307125135,ccf,28,99
51307125759,cdd,184,106
51307136365,gfe,103,252
51307173314,ege,145,169
51307186523,afg,191,114
51307188468,gfd,214,260
51307207398,abd,173,234
51307253655,fgb,169,253
51307273801,gda,165,124
51307301996,aeb,134,187
51307327754,adb,263,114
51307380014,cbc,28,55
51307391894,cea,278,59
51307395772,aef,238,280
51307424816,fag,119,52
51307430492,gcf,269,126
51307438936,cab,66,152
51307481154,fdc,69,191
51307504372,aeg,287,169
51307511153,gaf,64,188
51307529594,edg,136,263
51307548735,gge,19,264
51307553134,ded,144,207
51307567979,gdb,224,26
51307568479,dae,193,76
51307601317,eff,39,155
51307614164,ddg,191,257
51307615422,beb,93,97
51307670050,eec,27,120
51307677728,cgg,220,128
51307730794,eaf,137,71
51307731563,ggd,231,122
51307736549,deg,34,222
51307739323,bgc,156,287
51307749050,fad,56,108
51307754803,geg,140,9
51307763940,agc,180,109
51307764650,ced,18,41
51307812128,cfa,266,41
51307827498,dca,270,216
51307850918,adb,25,123
51307856806,abc,236,60
51307868131,ccc,154,222
51307882604,cfg,299,164
51307889951,fbd,85,111
51307893094,cec,63,243
51307905859,gfa,230,288
51307917526,dgb,64,232
51307920908,ffg,272,17
51307939251,abe,289,79
51307942321,egc,272,61
51307955906,dgc,219,189
51307959884,bee,24,198
51307976074,gbf,51,58
51307978846,dfb,115,89
51307985431,ddd,218,180
51307990667,cef,92,126
51308021582,ebf,214,17
51308028127,bcc,24,36
51308077831,afb,13,167
51308097745,gce,167,52
51308098025,gbg,164,280
51308109653,dfg,177,265
51308114127,fde,154,147
51308117285,dgg,56,310
51308134674,cag,64,48
51308146155,aff,217,200
51308146337,gfc,161,100
51308148236,acd,298,38
51308159615,fda,230,62
51308160231,ffd,224,86
51308175100,ccg,88,149
51308207706,gfg,220,58
51308215380,dfe,97,247
51308216513,fbe,54,232
51308228289,fbb,66,72
51308232056,geb,277,83
51308251482,dbf,193,14
51308283018,gga,226,204
51308299558,gbg,247,299
51308301566,cef,116,129
51308309728,aag,179,115
51308332826,ead,137,230
51308346464,ccd,295,73
51308365474,aeb,250,155
51308371815,gfa,189,293
51308383265,bdg,169,31
51308390544,fac,219,112
51308449204,fee,148,15
51308454334,dfa,99,119
51308477111,abf,6,110
51308479753,dbb,201,139
51308498313,dbb,252,159
51308504311,gdc,203,227
51308505601,cbf,116,138
51308510240,gaa,5,260
51308519915,cgf,10,161
51308550682,geb,200,89
51308550773,cag,287,39
51308557645,bef,30,5
51308565683,bad,218,11
51308578206,cdg,198,285
51308588466,cfe,218,142
51308596923,aae,39,138
51308599118,bce,296,113
51308611896,eca,119,169
51308639404,gbg,162,316
51308651847,bcf,216,138
